-,Unit,Line,Order No,Style Name,TGT,08-Sep,09-Oct,10-Nov,11-Dec,Dec-13,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,12-1(N),1-2(N),2-3(N),Total,Avg.Prod.
    ,FFL2-JAMUNA,7,2024/17827 NEXT::B1-WHITE ALYSSUM,E88275 BRF 10P SEMI PLAIN L,292,,,,,,,,300,300,280,244,,,,,,,,1124,332
    ,FFL2-JAMUNA,8,2024/23036 HM::ALT 3 11-112,309914 ROSIE LIC BOXER 5PACK KG (PACK 2),441,280,300,300,300,300,330,350,300,300,430,400,400,310,,,,,,4300,402
  ,MC#172Op#173Hp#43Line#8     Total Production of FFL2-JAMUNA,,,,5256,1935,2122,2378,2485,Oct-06,2514,2502,2404,2487,2701,2352,1806,1451,0,0,0,0,0,29630,
  ,Elastic Turn over (Op#0 / Hp#3),,,,"TOTAL OFT-Op#0, Hp#3",,,,,,,,,,,,,,,,,,,,
-,Unit,Line,Order No,Style Name,TGT,08-Sep,09-Oct,10-Nov,11-Dec,Dec-13,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,12-1(N),1-2(N),2-3(N),Total,Avg.Prod.
    ,FFL2-KARNAPHULI,33,2024/21348 HM::TOP 1 10-201,284646-284971 ELLEN PADDED MILANO,129,68,70,70,70,80,80,80,90,100,102,160,130,50,25,25,,,,1200,96
    ,FFL2-KARNAPHULI,34,2024/20403 CA::S2-BRIGHT WHITE,2230539 TG SINGLET 2X LICENSE DOF 2230543,397,50,50,70,100,100,100,120,130,20,30,30,,,,,,,,800,77
    ,FFL2-KARNAPHULI,35,2024/20447 CA::B1-BLUE LIGHT,2230513 TG 7 BRIEFS LICENSE DOF 2230517,639,350,400,450,450,450,450,500,500,450,483,65,,,,,,,,4548,594
    ,FFL2-KARNAPHULI,35,2024/20447 CA::B7-BRIGHT WHITE 2,2230513 TG 7 BRIEFS LICENSE DOF 2230517,292,,,,,,,,,,,500,500,500,252,400,,,,2152,594
    ,FFL2-KARNAPHULI,36,2024/11953 HM::TOP 2,765465 ELLEN 2P WLESS LIMON,138,19-Feb,20-Mar,100,100,100,100,120,112,138,260,,,,,,,,,1160,144
    ,FFL2-KARNAPHULI,37,2024/19761 CA::GREY 5,2239756 MELISANDRENW1 BRA,92,20,30,20,20,20,30,40,40,60,70,100,80,80,40,35,,,,685,52
    ,FFL2-KARNAPHULI,38,2024/19753 CA::GREEN HARBOUR,2239754 MELISANDREDM1 BRA,57,38,,,,,,,,,,,,,,,,,,38,94
    ,FFL2-KARNAPHULI,38,2024/19753 CA::GREY 5,2239754 MELISANDREDM1 BRA,90,12,60,50,60,60,60,70,100,100,100,140,100,100,25,25,,,,1062,94
    ,FFL2-KARNAPHULI,39,2024/23045 HM::ALT 2 27-101 AOP,309913 ROSIE LIC BOXER 5PACK KG (PACK-6),465,380,400,300,350,400,450,472,110,,,,,,,,,,,2862,477
    ,FFL2-KARNAPHULI,39,2024/23045 HM::ALT 4 27-101 AOP,309913 ROSIE LIC BOXER 5PACK KG (PACK-6),213,,,,,,,,300,450,288,100,100,100,,,,,,1338,477
  ,MC#210Op#206Hp#49Line#7     Total Production of FFL2-KARNAPHULI,,,,2512,968,1090,1060,1150,1210,1270,1402,1382,1318,1333,1095,910,830,342,485,0,0,0,15845,
  ,"Cutting Sticker Remove (Op#0 / Hp#1) , Elastic Turn over (Op#0 / Hp#1)",,,,"TOTAL OFT-Op#0, Hp#2",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
